-0.514 +0.350 +0.761
-0.502 +0.345 +0.688
-0.500 +0.342 +0.670
-0.503 +0.386 +0.655
-0.523 +0.491 +0.683
-0.582 +0.706 +0.924
-0.562 +0.659 +1.067
-0.512 +0.764 +1.221
-0.370 +1.040 +1.148
-0.367 +1.011 +1.075
-0.325 +0.917 +0.873
-0.246 +0.952 +0.588
-0.209 +0.917 +0.567
-0.203 +0.876 +0.503
-0.188 +0.810 +0.350
-0.194 +0.784 +0.282
-0.214 +0.769 +0.230
-0.256 +0.774 +0.168
-0.280 +0.765 +0.184
-0.334 +0.712 +0.223
-0.430 +0.682 +0.210
-0.436 +0.724 +0.204
-0.451 +0.727 +0.184
-0.458 +0.678 +0.092
-0.456 +0.599 +0.117
-0.461 +0.508 +0.125
-0.488 +0.254 +0.240
-0.495 +0.158 +0.263
-0.480 +0.021 +0.276
-0.492 -0.242 +0.398
-0.478 -0.306 +0.529
-0.481 -0.316 +0.694
-0.404 -0.158 +0.948
-0.387 -0.186 +0.994
-0.353 -0.223 +0.957
-0.238 -0.054 +0.910
-0.197 -0.058 +1.067
-0.167 -0.136 +1.129
-0.060 -0.106 +1.124
-0.003 -0.129 +1.135
-0.008 -0.260 +1.218
+0.224 -0.004 +1.410
+0.200 +0.033 +1.376
+0.223 -0.034 +1.393
+0.242 -0.096 +1.494
+0.300 +0.112 +1.498
+0.306 +0.161 +1.485
+0.360 +0.422 +1.490
+0.371 +0.465 +1.483
+0.381 +0.546 +1.438
+0.330 +0.682 +1.290
+0.322 +0.619 +1.341
+0.307 +0.561 +1.353
+0.296 +0.434 +1.210
+0.256 +0.387 +1.140
+0.218 +0.394 +1.079
+0.126 +0.432 +0.952
+0.093 +0.424 +0.869
+0.038 +0.414 +0.795
-0.122 +0.348 +0.752
-0.147 +0.358 +0.698
-0.192 +0.347 +0.666
-0.294 +0.336 +0.718
-0.311 +0.344 +0.643
-0.339 +0.311 +0.628
-0.418 +0.198 +0.648
-0.434 +0.229 +0.650
-0.461 +0.259 +0.691
-0.520 +0.346 +0.754
-0.521 +0.390 +0.725
-0.524 +0.403 +0.731
-0.548 +0.300 +0.762
-0.553 +0.285 +0.756
-0.561 +0.327 +0.799
-0.552 +0.388 +0.756
-0.543 +0.382 +0.734
-0.537 +0.367 +0.754
-0.544 +0.308 +0.782
-0.534 +0.322 +0.815
-0.551 +0.335 +0.900
-0.554 +0.348 +0.770
-0.544 +0.394 +0.578
-0.534 +0.436 +0.813
-0.524 +0.294 +0.708
-0.530 +0.350 +0.737
-0.524 +0.446 +0.770
-0.556 +0.250 +0.846
-0.540 +0.340 +0.827
-0.540 +0.413 +0.784
-0.428 +0.556 +0.832
-0.441 +0.456 +0.830
-0.480 +0.407 +0.709
-0.512 +0.454 +0.748
