-0.515 +0.412 +0.716
-0.507 +0.488 +0.721
-0.512 +0.516 +0.668
-0.503 +0.515 +0.711
-0.508 +0.510 +0.710
-0.522 +0.462 +0.732
-0.517 +0.472 +0.746
-0.492 +0.497 +0.736
-0.438 +0.696 +0.652
-0.393 +0.946 +0.534
-0.323 +1.268 +0.402
-0.112 +1.540 +0.136
-0.040 +1.325 +0.017
+0.025 +0.849 +0.003
+0.078 -0.152 +0.344
+0.065 -0.163 +0.413
+0.101 -0.016 +0.426
+0.274 +0.476 +0.544
+0.338 +0.617 +0.716
+0.448 +0.751 +0.902
+0.540 +0.942 +1.426
+0.479 +0.948 +1.733
+0.332 +0.745 +1.877
-0.016 +0.416 +1.538
-0.061 +0.496 +1.445
-0.087 +0.541 +1.361
-0.092 +0.458 +1.288
-0.081 +0.346 +1.046
-0.059 +0.428 +0.832
-0.020 +0.424 +0.650
-0.032 +0.467 +0.649
+0.003 +0.447 +0.576
+0.016 +0.284 +0.510
+0.043 +0.280 +0.513
+0.065 +0.191 +0.593
+0.090 +0.084 +0.688
+0.075 +0.155 +0.664
+0.129 +0.290 +0.611
+0.210 +0.138 +0.822
+0.204 +0.255 +0.921
+0.231 +0.400 +1.143
+0.232 +0.974 +1.548
+0.228 +1.028 +1.609
+0.178 +0.811 +1.726
+0.064 +0.236 +2.040
+0.007 +0.153 +1.951
-0.047 +0.168 +1.607
-0.182 +0.402 +0.926
-0.234 +0.378 +0.867
-0.302 +0.280 +0.783
-0.474 -0.022 +0.500
-0.482 -0.060 +0.554
-0.472 -0.053 +0.617
-0.444 -0.054 +0.780
-0.431 -0.101 +0.672
-0.428 -0.146 +0.605
-0.366 -0.100 +0.712
-0.352 -0.063 +0.837
-0.303 -0.063 +0.958
-0.182 +0.162 +1.210
-0.138 +0.205 +1.263
-0.089 +0.310 +1.259
-0.018 +0.350 +1.268
+0.022 +0.456 +1.160
+0.056 +0.593 +1.062
+0.120 +1.088 +0.846
+0.118 +1.225 +0.822
+0.112 +1.458 +0.744
+0.054 +1.672 +0.590
+0.045 +1.639 +0.544
+0.004 +1.514 +0.442
-0.042 +1.286 +0.354
-0.075 +1.127 +0.228
-0.155 +1.034 +0.265
-0.264 +0.772 +0.310
-0.326 +0.615 +0.312
-0.403 +0.511 +0.345
-0.458 +0.478 +0.474
-0.403 +0.478 +0.681
-0.402 +0.318 +0.926
-0.512 -0.136 +1.174
-0.592 -0.286 +1.197
-0.673 -0.401 +1.116
-0.782 -0.568 +0.670
-0.763 -0.358 +0.756
-0.742 -0.379 +0.964
-0.864 -1.230 +1.116
-0.808 -1.123 +1.368
-0.780 -1.115 +0.892
-0.682 -0.432 +0.722
-0.654 -0.463 +0.656
-0.605 -0.404 +0.649
-0.504 -0.026 +0.594
-0.500 +0.119 +0.604
-0.486 +0.230 +0.607
